,open,high,low,close,volume
2022-01-05 03:00:00,2061.58,2079.5,2058.48,2076.37,600.0
2022-01-05 03:15:00,2076.37,2080.6,2072.8,2077.03,666.0
2022-01-05 03:30:00,2077.03,2084.43,2074.83,2082.22,408.0
2022-01-05 03:45:00,2082.22,2082.61,2072.84,2073.22,545.0
2022-01-05 04:00:00,2073.22,2080.52,2062.97,2070.26,648.0
2022-01-05 04:15:00,2070.26,2096.13,2062.07,2087.87,436.0
2022-01-05 04:30:00,2087.87,2097.69,2078.76,2088.58,482.0
2022-01-05 04:45:00,2088.58,2099.55,2080.53,2091.49,857.0
2022-01-05 05:00:00,2091.49,2102.1,2089.76,2100.36,526.0
2022-01-05 05:15:00,2100.36,2114.28,2097.83,2111.73,431.0
2022-01-05 05:30:00,2111.73,2115.24,2080.61,2084.07,1025.0
2022-01-05 05:45:00,2084.07,2092.25,2080.38,2088.55,484.0
2022-01-05 06:00:00,2088.55,2098.26,2074.32,2084.01,448.0
2022-01-05 06:15:00,2084.01,2100.08,2069.17,2085.24,1253.0
2022-01-05 06:30:00,2085.24,2090.89,2066.86,2072.47,1693.0
2022-01-05 06:45:00,2072.47,2077.69,2064.62,2069.83,469.0
2022-01-05 07:00:00,2069.83,2076.74,2053.67,2060.54,838.0
2022-01-05 07:15:00,2060.54,2066.57,2058.64,2064.66,609.0
2022-01-05 07:30:00,2064.66,2082.19,2054.02,2071.51,410.0
2022-01-05 07:45:00,2071.51,2075.75,2064.46,2068.69,1468.0
2022-01-05 08:00:00,2068.69,2086.7,2067.46,2085.46,608.0
2022-01-05 08:15:00,2085.46,2101.86,2070.2,2086.6,774.0
2022-01-05 08:30:00,2086.6,2089.15,2077.22,2079.76,659.0
2022-01-05 08:45:00,2079.76,2092.05,2073.77,2086.04,460.0
2022-01-05 09:00:00,2086.04,2089.42,2071.13,2074.48,659.0
2022-01-05 09:15:00,2074.48,2076.06,2063.4,2064.97,544.0
2022-01-05 09:30:00,2064.97,2074.7,2061.02,2070.74,569.0
2022-01-05 09:45:00,2070.74,2077.33,2044.66,2051.19,442.0
2022-01-05 10:00:00,2051.19,2060.29,2042.05,2051.15,660.0
2022-01-05 10:15:00,2051.15,2057.36,2049.42,2055.63,1062.0
2022-01-05 10:30:00,2055.63,2057.97,2048.14,2050.48,1149.0
2022-01-05 10:45:00,2050.48,2067.0,2040.44,2056.93,867.0
2022-01-05 11:00:00,2056.93,2059.94,2048.96,2051.96,958.0
2022-01-05 11:15:00,2051.96,2054.46,2047.58,2050.08,812.0
2022-01-05 11:30:00,2050.08,2064.65,2049.14,2063.7,636.0
2022-01-05 11:45:00,2063.7,2069.76,2056.23,2062.28,463.0
2022-01-05 12:00:00,2062.28,2065.65,2052.94,2056.31,855.0
2022-01-05 12:15:00,2056.31,2061.96,2049.94,2055.59,992.0
2022-01-05 12:30:00,2055.59,2060.05,2036.48,2040.91,891.0
2022-01-05 12:45:00,2040.91,2047.14,2029.31,2035.53,1161.0
2022-01-05 13:00:00,2035.53,2043.71,2031.32,2039.5,1022.0
2022-01-05 13:15:00,2039.5,2044.91,2020.0,2025.38,636.0
2022-01-05 13:30:00,2025.38,2027.27,2023.56,2025.46,607.0
2022-01-05 13:45:00,2025.46,2039.88,2015.57,2029.97,413.0
2022-01-05 14:00:00,2029.97,2035.63,2029.92,2035.59,537.0
2022-01-05 14:15:00,2035.59,2052.26,2006.64,2023.2,1022.0
2022-01-05 14:30:00,2023.2,2037.81,2022.19,2036.79,636.0
2022-01-05 14:45:00,2036.79,2039.91,2034.4,2037.52,507.0
2022-01-05 15:00:00,2037.52,2046.25,2019.78,2028.47,619.0
2022-01-05 15:15:00,2028.47,2033.76,2021.51,2026.79,675.0
2022-01-05 15:30:00,2026.79,2027.09,2024.26,2024.57,698.0
2022-01-05 15:45:00,2024.57,2042.51,2019.29,2037.19,1607.0
2022-01-05 16:00:00,2037.19,2038.35,2036.38,2037.54,1134.0
2022-01-05 16:15:00,2037.54,2046.44,2010.44,2019.27,1143.0
2022-01-05 16:30:00,2019.27,2032.02,2010.83,2023.57,1299.0
2022-01-05 16:45:00,2023.57,2037.45,2018.5,2032.35,925.0
2022-01-05 17:00:00,2032.35,2034.91,2030.82,2033.37,1282.0
2022-01-05 17:15:00,2033.37,2036.64,2019.28,2022.53,1643.0
2022-01-05 17:30:00,2022.53,2025.52,2010.62,2013.59,1026.0
2022-01-05 17:45:00,2013.59,2018.05,2005.84,2010.3,1545.0
2022-01-05 18:00:00,2010.3,2015.79,1995.82,2001.29,413.0
2022-01-05 18:15:00,2001.29,2008.08,1997.8,2004.59,1127.0
2022-01-05 18:30:00,2004.59,2010.19,1991.81,1997.38,565.0
2022-01-05 18:45:00,1997.38,2006.92,1991.15,2000.67,442.0
2022-01-05 19:00:00,2000.67,2012.67,1997.78,2009.76,664.0
2022-01-05 19:15:00,2009.76,2012.58,1995.88,1998.69,523.0
2022-01-05 19:30:00,1998.69,2007.42,1978.14,1986.83,507.0
2022-01-05 19:45:00,1986.83,1995.3,1972.36,1980.81,689.0
2022-01-05 20:00:00,1980.81,1987.26,1977.02,1983.46,722.0
2022-01-05 20:15:00,1983.46,1989.5,1953.97,1959.93,479.0
2022-01-05 20:30:00,1959.93,1965.2,1944.18,1949.42,750.0
2022-01-05 20:45:00,1949.42,1957.33,1948.39,1956.3,1622.0
2022-01-05 21:00:00,1956.3,1959.62,1947.91,1951.23,569.0
2022-01-05 21:15:00,1951.23,1952.41,1939.68,1940.86,566.0
2022-01-05 21:30:00,1940.86,1950.09,1934.5,1943.72,1229.0
2022-01-05 21:45:00,1943.72,1967.63,1933.5,1957.34,508.0
2022-01-05 22:00:00,1957.34,1966.1,1943.93,1952.67,441.0
2022-01-05 22:15:00,1952.67,1966.58,1937.25,1951.16,417.0
2022-01-05 22:30:00,1951.16,1952.76,1942.58,1944.17,441.0
2022-01-05 22:45:00,1944.17,1951.18,1936.84,1943.84,479.0
2022-01-05 23:00:00,1943.84,1948.49,1940.04,1944.69,1162.0
2022-01-05 23:15:00,1944.69,1945.7,1936.38,1937.39,637.0
2022-01-05 23:30:00,1937.39,1955.6,1932.66,1950.83,1183.0
2022-01-05 23:45:00,1950.83,1951.31,1945.1,1945.58,446.0
2022-01-06 00:00:00,1945.58,1959.52,1942.13,1956.05,750.0
2022-01-06 00:15:00,1956.05,1959.63,1954.69,1958.26,2191.0
2022-01-06 00:30:00,1958.26,1965.85,1957.95,1965.54,763.0
2022-01-06 00:45:00,1965.54,1969.72,1963.63,1967.82,1013.0
2022-01-06 01:00:00,1967.82,1973.68,1951.76,1957.59,1118.0
2022-01-06 01:15:00,1957.59,1965.33,1955.28,1963.01,983.0
2022-01-06 01:30:00,1963.01,1966.37,1944.11,1947.44,1082.0
2022-01-06 01:45:00,1947.44,1963.47,1944.01,1960.02,759.0
2022-01-06 02:00:00,1960.02,1995.34,1953.81,1989.04,1094.0
2022-01-06 02:15:00,1989.04,1991.08,1974.95,1976.98,768.0
2022-01-06 02:30:00,1976.98,1986.2,1971.4,1980.61,886.0
2022-01-06 02:45:00,1980.61,1997.45,1975.6,1992.41,1123.0
2022-01-06 03:00:00,1992.41,1997.13,1992.02,1996.73,961.0
2022-01-06 03:15:00,1996.73,2045.84,1991.52,2040.52,871.0
2022-01-06 03:30:00,2040.52,2050.41,2037.83,2047.71,1067.0
2022-01-06 03:45:00,2047.71,2061.83,2021.71,2035.76,976.0
2022-01-06 04:00:00,2035.76,2047.52,2033.19,2044.94,1324.0
2022-01-06 04:15:00,2044.94,2055.04,2042.51,2052.59,1088.0
2022-01-06 04:30:00,2052.59,2055.33,2045.71,2048.44,2649.0
2022-01-06 04:45:00,2048.44,2052.03,2038.66,2042.24,814.0
2022-01-06 05:00:00,2042.24,2063.17,2041.77,2062.7,2098.0
2022-01-06 05:15:00,2062.7,2071.73,2059.72,2068.73,3407.0
2022-01-06 05:30:00,2068.73,2099.24,2062.84,2093.28,1156.0
2022-01-06 05:45:00,2093.28,2094.81,2062.64,2064.15,2673.0
2022-01-06 06:00:00,2064.15,2074.31,2059.58,2069.72,984.0
2022-01-06 06:15:00,2069.72,2083.62,2063.53,2077.4,5332.0
2022-01-06 06:30:00,2077.4,2080.34,2071.45,2074.38,2870.0
2022-01-06 06:45:00,2074.38,2075.99,2069.4,2071.01,1216.0
2022-01-06 07:00:00,2071.01,2086.37,2059.92,2075.26,1272.0
2022-01-06 07:15:00,2075.26,2113.33,2074.56,2112.62,1890.0
2022-01-06 07:30:00,2112.62,2120.78,2090.18,2098.28,3283.0
2022-01-06 07:45:00,2098.28,2105.43,2087.51,2094.65,2113.0
2022-01-06 08:00:00,2094.65,2099.28,2093.07,2097.7,1274.0
2022-01-06 08:15:00,2097.7,2114.85,2093.13,2110.26,1933.0
2022-01-06 08:30:00,2110.26,2116.3,2076.87,2082.84,3875.0
2022-01-06 08:45:00,2082.84,2084.58,2034.89,2036.59,3968.0
2022-01-06 09:00:00,2036.59,2039.3,2011.4,2014.07,847.0
2022-01-06 09:15:00,2014.07,2043.94,2008.86,2038.66,882.0
2022-01-06 09:30:00,2038.66,2047.23,2038.44,2047.01,987.0
2022-01-06 09:45:00,2047.01,2092.82,2039.35,2085.02,1429.0
2022-01-06 10:00:00,2085.02,2102.15,2084.04,2101.16,1139.0
2022-01-06 10:15:00,2101.16,2112.97,2090.04,2101.85,2219.0
2022-01-06 10:30:00,2101.85,2102.66,2071.54,2072.34,1164.0
2022-01-06 10:45:00,2072.34,2072.99,2068.55,2069.19,861.0
2022-01-06 11:00:00,2069.19,2076.43,2055.54,2062.75,811.0
2022-01-06 11:15:00,2062.75,2082.8,2048.19,2068.21,1807.0
2022-01-06 11:30:00,2068.21,2075.19,2038.72,2045.63,1542.0
2022-01-06 11:45:00,2045.63,2047.69,2033.42,2035.47,1684.0
2022-01-06 12:00:00,2035.47,2041.28,2034.94,2040.75,2038.0
2022-01-06 12:15:00,2040.75,2044.24,2027.11,2030.59,766.0
2022-01-06 12:30:00,2030.59,2040.97,2028.34,2038.71,1869.0
2022-01-06 12:45:00,2038.71,2044.3,2034.24,2039.83,2391.0
2022-01-06 13:00:00,2039.83,2042.11,2010.33,2012.57,845.0
2022-01-06 13:15:00,2012.57,2067.5,2003.25,2057.97,2105.0
2022-01-06 13:30:00,2057.97,2069.39,2043.48,2054.88,1506.0
2022-01-06 13:45:00,2054.88,2058.75,2031.41,2035.24,1079.0
2022-01-06 14:00:00,2035.24,2048.66,2030.84,2044.25,444.0
2022-01-06 14:15:00,2044.25,2047.03,2026.02,2028.78,1109.0
2022-01-06 14:30:00,2028.78,2037.29,2027.96,2036.47,418.0
2022-01-06 14:45:00,2036.47,2038.96,2017.74,2020.21,1414.0
2022-01-06 15:00:00,2020.21,2028.5,1997.78,2006.02,733.0
2022-01-06 15:15:00,2006.02,2015.97,1990.43,2000.35,1015.0
2022-01-06 15:30:00,2000.35,2007.75,1991.64,1999.04,716.0
2022-01-06 15:45:00,1999.04,1999.63,1990.01,1990.6,1197.0
2022-01-06 16:00:00,1990.6,1999.44,1988.31,1997.15,454.0
2022-01-06 16:15:00,1997.15,1998.3,1995.88,1997.03,731.0
2022-01-06 16:30:00,1997.03,2015.09,1988.27,2006.3,514.0
2022-01-06 16:45:00,2006.3,2020.58,1997.01,2011.27,693.0
2022-01-06 17:00:00,2011.27,2018.91,1982.6,1990.16,853.0
2022-01-06 17:15:00,1990.16,2000.06,1967.75,1977.58,1635.0
2022-01-06 17:30:00,1977.58,1992.43,1969.93,1984.76,1310.0
2022-01-06 17:45:00,1984.76,2001.56,1967.1,1983.9,1078.0
2022-01-06 18:00:00,1983.9,1990.47,1972.4,1978.96,1073.0
2022-01-06 18:15:00,1978.96,1981.58,1970.29,1972.9,989.0
2022-01-06 18:30:00,1972.9,1992.28,1954.78,1974.15,966.0
2022-01-06 18:45:00,1974.15,1989.35,1964.11,1979.28,980.0
2022-01-06 19:00:00,1979.28,1992.05,1978.63,1991.39,2816.0
2022-01-06 19:15:00,1991.39,2023.29,1985.09,2016.9,968.0
2022-01-06 19:30:00,2016.9,2020.1,2000.38,2003.55,1068.0
2022-01-06 19:45:00,2003.55,2011.5,1967.63,1975.47,2320.0
2022-01-06 20:00:00,1975.47,1979.17,1948.71,1952.36,788.0
2022-01-06 20:15:00,1952.36,1958.67,1922.98,1929.21,897.0
2022-01-06 20:30:00,1929.21,1936.62,1919.06,1926.46,1067.0
2022-01-06 20:45:00,1926.46,1930.23,1916.78,1920.54,1837.0
2022-01-06 21:00:00,1920.54,1923.22,1891.05,1893.7,897.0
